source_id,source_url,source_title,original_question,self_contained_question,question_type,clinical_domain,why_open,difficulty
PMID:37407818,https://pubmed.ncbi.nlm.nih.gov/37407818/,Therapy-induced APOBEC3A drives evolution of persistent cancer cells.,What are the molecular mechanisms shaping tumor evolution during targeted therapy treatment?,"How does therapy-induced APOBEC3A expression drive mutagenesis and genomic instability in drug-tolerant cancer cells, and what is its specific role in the development of acquired drug resistance?",mechanism,Oncology,The underlying molecular mechanisms shaping tumor evolution during treatment were incompletely understood before this study; the role of APOBEC3A during therapy was previously undefined.,4
PMID:37407818,https://pubmed.ncbi.nlm.nih.gov/37407818/,Therapy-induced APOBEC3A drives evolution of persistent cancer cells.,Can suppression of APOBEC3A activity be used as a therapeutic strategy to prevent acquired resistance?,Is suppression of A3A expression or activity an effective therapeutic strategy for preventing or delaying acquired resistance to lung cancer targeted therapy?,treatment,Oncology,"While the paper suggests this as a potential therapeutic strategy, its clinical efficacy and practical implementation remain to be validated.",4
PMID:30659311,https://pubmed.ncbi.nlm.nih.gov/30659311/,Rationalizing antimicrobial therapy in the ICU: a narrative review.,How can ICU antibiotic therapy be optimized to identify patients at true risk of multidrug-resistant bacteria infection?,What are the best diagnostic approaches to accurately identify ICU patients at risk of multidrug-resistant bacteria infection versus those inappropriately receiving empirical antibiotics?,diagnosis,Infectious Disease,"Up to half of ICU patients receiving empirical antibiotic therapy have no definitively confirmed infection, suggesting current identification methods are suboptimal.",4
PMID:30659311,https://pubmed.ncbi.nlm.nih.gov/30659311/,Rationalizing antimicrobial therapy in the ICU: a narrative review.,Why are de-escalation and shortened treatment duration insufficiently considered in ICU patients with documented sepsis?,"What are the barriers to implementing de-escalation and shortened treatment duration strategies in ICU patients with documented sepsis, and how can antibiotic stewardship programs overcome these barriers?",methodology,Infectious Disease,De-escalation and shortened treatment duration remain insufficiently implemented despite evidence supporting their benefits in reducing antibiotic resistance.,3
PMID:32648001,https://pubmed.ncbi.nlm.nih.gov/32648001/,Insulin resistance and PCOS: chicken or egg?,What is the primary origin of insulin resistance in PCOS patients?,"Is insulin resistance the primary driver of PCOS phenotype, or does androgen excess cause insulin resistance, or are they bidirectionally related through multiple vicious circles?",mechanism,Endocrinology,"The mechanisms underlying the primary origin of insulin resistance in PCOS remains an unsolved issue, with evidence supporting bidirectional relationships and multiple contributing factors.",4
PMID:32648001,https://pubmed.ncbi.nlm.nih.gov/32648001/,Insulin resistance and PCOS: chicken or egg?,What is the role of fetal programming in the development of PCOS endocrine and metabolic abnormalities?,To what extent does fetal programming contribute to the development of insulin resistance and hyperandrogenism in women who later develop PCOS?,mechanism,Endocrinology,"While endocrine and metabolic abnormalities may develop at different moments and fetal programming is suspected, the evidence and contribution remain unclear.",4
PMID:37031496,https://pubmed.ncbi.nlm.nih.gov/37031496/,"Overcoming Cancer Multi-drug Resistance (MDR): Reasons, mechanisms, nanotherapeutic solutions, and challenges.",What are the comprehensive mechanisms of multi-drug resistance in cancer beyond classical drug efflux?,"How do mechanisms beyond ABC transporter-mediated drug efflux, such as altered DNA repair pathways and changes in drug targets, contribute to multi-drug resistance phenotypes?",mechanism,Oncology,"While various mechanisms of MDR are known, their relative contributions and interactions remain incompletely understood; the review highlights unsolved issues in this area.",4
PMID:37031496,https://pubmed.ncbi.nlm.nih.gov/37031496/,"Overcoming Cancer Multi-drug Resistance (MDR): Reasons, mechanisms, nanotherapeutic solutions, and challenges.",Can nanomaterials-based approaches effectively overcome multi-drug resistance in clinical practice?,"What are the most promising nanomaterials-based supramolecular designs and physical approaches (light- and ultrasound-based therapies) for overcoming MDR, and what are the remaining technical and clinical barriers?",treatment,Oncology,"While various nanotherapeutic and physical approaches are being explored, their clinical efficacy, safety, and practical implementation remain largely unsolved.",5
PMID:15051286,https://pubmed.ncbi.nlm.nih.gov/15051286/,Pancreatic cancer.,What are the primary causes of pancreatic cancer?,"Despite identified risk factors (smoking, age, genetic disorders), what are the true primary causes underlying pancreatic cancer development?",mechanism,Oncology,"Although risk factors are known, the primary causes of pancreatic cancer remain poorly understood.",4
PMID:15051286,https://pubmed.ncbi.nlm.nih.gov/15051286/,Pancreatic cancer.,Why does pancreatic cancer have such poor prognosis and resistance to conventional treatments?,"What biological and molecular characteristics make pancreatic cancer so resistant to conventional treatments and lead to such poor overall survival, even in resectable disease?",mechanism,Oncology,Pancreatic cancer remains a major unsolved health problem with disease prognosis remaining extremely poor and unclear mechanisms of treatment resistance.,5
PMID:15051286,https://pubmed.ncbi.nlm.nih.gov/15051286/,Pancreatic cancer.,Will new molecular biology-based therapeutic strategies be more effective than current approaches?,"Can new therapeutic strategies based on molecular biology of pancreatic cancer (targeting K-ras mutations, tumor-suppressor genes, and growth factors) translate into meaningful clinical improvements?",treatment,Oncology,"While molecular biology has improved understanding of pancreatic cancer pathogenesis, it remains uncertain whether targeted approaches will succeed clinically where conventional methods have failed.",4
PMID:38130612,https://pubmed.ncbi.nlm.nih.gov/38130612/,Antibiotic treatment in cirrhotic patients.,Should third-generation cephalosporins be used empirically for all suspected ascitic fluid infections in cirrhosis?,"What is the optimal empirical antibiotic choice for ascitic fluid infections in cirrhotic patients, particularly for bacterascites cases with PMN counts below 250/mm3?",treatment,Infectious Disease,"The appropriateness of third-generation cephalosporins as empirical treatment is disputed, with recent evidence questioning this approach for bacterascites.",3
PMID:38130612,https://pubmed.ncbi.nlm.nih.gov/38130612/,Antibiotic treatment in cirrhotic patients.,What are the unsolved pitfalls in diagnosing and distinguishing bacterascites from spontaneous bacterial peritonitis?,"How can clinicians reliably distinguish bacterascites from spontaneous bacterial peritonitis, and what diagnostic criteria should guide empirical antibiotic selection?",diagnosis,Infectious Disease,"Current diagnostic criteria using PMN thresholds create clinical uncertainties, and outcomes suggest the traditional PMN-based distinction may not accurately reflect disease severity.",3
PMID:28397032,https://pubmed.ncbi.nlm.nih.gov/28397032/,Predicting Chemotherapy Resistance in AML.,What are the mechanisms of chemotherapy resistance in acute myeloid leukemia?,How do novel targeted agents reveal new mechanisms of chemotherapy resistance distinct from traditional primary resistance mechanisms in AML?,mechanism,Oncology,"Despite decades of trials, the problem of chemotherapy resistance remains unsolved in AML, with emerging understanding of resistance mechanisms.",4
PMID:28397032,https://pubmed.ncbi.nlm.nih.gov/28397032/,Predicting Chemotherapy Resistance in AML.,Can chemotherapy resistance in AML be predicted before treatment?,What are reliable predictive biomarkers or functional assays to identify AML patients at risk for primary or acquired chemotherapy resistance?,diagnosis,Oncology,Methods to predict and identify chemotherapy resistance before clinical failure are not well established.,4
